,Attempt ID,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match
491,635,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
492,636,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
496,640,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
500,644,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,yes,False
502,23,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.  It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
508,29,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.  It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
519,40,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.  It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
523,60,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.  It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
536,73,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.  It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
546,101,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.  It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
553,108,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.  It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,no,False
558,113,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.  It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
563,176,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.  It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
585,241,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.  It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
591,247,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.  It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
592,269,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.  It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
598,275,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.  It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
623,216,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.? It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe ? * (NO NEED TO WRITE THE WHOLE main method) ? */",False,1,,False
632,323,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.? It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe ? * (NO NEED TO WRITE THE WHOLE main method) ? */",False,1,,False
636,327,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.? It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe ? * (NO NEED TO WRITE THE WHOLE main method) ? */",False,1,,False
641,332,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""good"" if the user input is odd and is above 100.? It will print ""ok"" if the user input is even and is between 80 and 100 (including 100 but not including 80). Otherwise, it will print ""unsure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe ? * (NO NEED TO WRITE THE WHOLE main method) ? */",False,1,,False
